PORS,0.1,0.2,0.5
0.23835902214050292,0.41308956146240233,0.4760586738586426,0.5038300037384034
0.8792623996734619,0.8554644107818603,0.9112638473510742,1.109368371963501
1.6520617485046387,1.322260808944702,1.4004040718078614,1.7018860816955566
2.536258411407471,1.7661932945251464,1.8833490371704102,2.316272830963135
3.4783233642578124,2.228829574584961,2.3348554134368897,2.898898649215698
4.479462575912476,2.6873615741729737,2.856415891647339,3.4647076606750487
5.907457447052002,3.1812365531921385,3.387531852722168,4.0627830028533936
6.885308408737183,3.688168668746948,3.892971992492676,4.6861631870269775
7.8756931781768795,4.154645156860352,4.365016269683838,5.30034646987915
8.86531023979187,4.579173564910889,4.823084783554077,5.932303619384766
9.87387056350708,5.0501182079315186,5.280670928955078,6.5579253196716305
10.943031406402588,5.479675149917602,5.779323768615723,7.161751222610474
11.978455972671508,5.937560653686523,6.245601463317871,7.789396047592163
13.070162391662597,6.423069334030151,6.7241040706634525,8.394832658767701
14.251284408569337,6.917091417312622,7.182228851318359,9.019041776657104
15.504607391357421,7.3908241271972654,7.66093225479126,9.640121841430664
16.844126224517822,7.865398979187011,8.122448873519897,10.30917854309082
18.12697958946228,8.318313455581665,8.579673242568969,11.13328938484192
19.532313680648805,8.782172679901123,9.062487697601318,12.151026201248168
20.9291841506958,9.258841705322265,9.542144298553467,12.822877979278564
22.292088556289674,9.719822978973388,10.014612054824829,13.433763408660889
23.616855955123903,10.186219549179077,10.509522247314454,14.041904830932618
24.940700435638426,10.65813946723938,11.019497489929199,14.62099642753601
26.26412138938904,11.103871917724609,11.477964687347413,15.225181818008423
27.596119356155395,11.58364977836609,11.960232257843018,15.937692070007325
28.917001819610597,12.014327764511108,12.435913276672363,16.533832788467407
30.182835721969603,12.469280815124511,12.921900224685668,17.168513679504393
31.456132936477662,12.932299423217774,13.406325531005859,17.800765991210938
32.81019854545593,13.393488359451293,13.904507780075074,18.442324781417845
34.140244770050046,13.86388897895813,14.388285779953003,19.050473976135255
35.49943218231201,14.316151142120361,14.889945220947265,19.688152837753297
36.823836183547975,14.777129173278809,15.3487060546875,20.355388784408568
38.23270010948181,15.236574363708495,15.842899465560913,20.98936061859131
39.69297804832458,15.686221694946289,16.32129535675049,21.595812463760375
41.04105367660522,16.147678184509278,16.811866998672485,22.23438940048218
42.43661460876465,16.60061912536621,17.309113836288454,22.86153564453125
43.84194955825806,17.060124397277832,17.785987758636473,23.510146856307983
45.24035196304321,17.51098303794861,18.239329051971435,24.198526239395143
46.62786612510681,17.948731327056883,18.71247272491455,24.830574417114256
47.964379167556764,18.375377368927,19.174035835266114,25.450976610183716
49.27691235542297,18.824377918243407,19.646897506713866,26.04518332481384
50.632267761230466,19.26125373840332,20.106473112106322,26.65553398132324
51.99055161476135,19.698022317886352,20.60316095352173,27.2408664226532
53.38535203933716,20.154047298431397,21.1253454208374,27.889567708969118
54.723742437362674,20.587459135055543,21.618912267684937,28.522240304946898
56.080202960968016,21.018958854675294,22.121595287322997,29.125302648544313
57.55127377510071,21.451366329193114,22.590860080718993,29.73466877937317
58.9064115524292,21.869114542007445,23.043182039260863,30.371857023239137
60.28302164077759,22.315965700149537,23.57367534637451,30.997447061538697
61.57298502922058,22.77741003036499,24.056278133392333,31.592946672439574
